text_id,project,translation,token_count
P238503,saao_saa17,"(Beginning destroyed) [...]... of [NN ...] [... h]e practiced, and Chalde[a ...] ruling [Šum]aya son of Nenê [...] [Zer]a-ibni, the Babyloni[an, ...] Merodach-Baladan, th[e son of Yakin, ...]. After I had said: ""Let them appoint [......], and besides [...],"" Marduk-šarru-uṣur was appoi[nted ...]. Having [...ed] 10 shekels of gold [...], he is going back and forth [...] they incite, until to [...] brought them back. [...] of Aqarâ son of Hab[a... ...] They took Bit-Parasi-ili [...], saying, ""He who insults the king's command shall [...]. Wait for me, until all [...]"" [...] from Bit-Ta[mmeš]-šama' [...] [...] retreat [...]! [... the de]legate [...] [...] the elde[rs ...] [...] on the da[y ...] [...] deal [...] (Rest destroyed) (SPACER)",81
P238504,saao_saa17,"[Your servant Marduk: I would gladly die for the king, my lord]! May Nabû and [Marduk] bless [th]e king! Say to the king, [my] lord: Ezida and the shrines and temples are well. [...] very [...] may [...] (Rest destroyed) (SPACER)",35
P238509,saao_saa17,"Your [servant] Ṣi[llaya]: I would gladly die [for the king of the universe, my lord]! May Uruk [and Eanna bless] the king of the univ[erse, my lord]! Say to the king, my lord: After [...] before [...] (Break) (SPACER) the son of Yakin [...] to the king, [my] lo[rd ...] thither [...] Perhaps [the king, my lord, will say] (Rest destroyed or too fragmentary for translation)",52
P238510,saao_saa17,"Your servant Amel-[Nabû: I would gladly die] for the king, my lord! May [Nabû] and Marduk bless [the king, my lord! Say] to the king, [my] lord: Concerning what I w[rote] to the king, they have now finis[hed the harvest of] Bit-Y[akin ...], of Tarb[a...], (and) the harvest of [GN] (Break) (SPACER) of Zeriya [...] the people [...] they will lead away [...] May [the king] send word that they should stand [...] the town ... and [...] of Zeriya, the [...] their side [...] [One of] the cohort comman[ders ...] should inquire (and) re[port] to the ki[ng, my lord].",88
P238511,saao_saa17,[Say] to [NN]: thus says [the king]: The ne[ws ...] that you [......] ... [...] No[w ......] to [......] (Break) (SPACER) [NN ......] and [......] he is hold[ing back ....] Abi-[...] change his mind [...] let him come [here ...] what you [...] let him speak [...] Humban-[...] he held back [...] to the presence [...] Now to [...] to the presence [...] anything [...],45
P238518,saao_saa17,"Yo[ur ser]vant In[a-tešî-eṭir: I would gladly die for] the king of the lands, my lord! May [Nabû and Marduk bless] the king of the lands, my lord! The report on Babylon [is excellent]. The Babylonians are hap[py. They go] daily to the tem[ple] of their lords, Bel and Nabû [...], to Esaggil. [They pr]ay daily to [Mardu]k and Zarpa[nitu] for the good health [of the king of the la]nds, my lord. (Rest destroyed) (SPACER)",70
P238519,saao_saa17,"To the king, m[y] lord: your servant Šama'[gunu]. Good health to the king, my lord! Yabi-il, from the sheikhs [of the ki]ng of Ela[m] (Break) (SPACER) Madunu [......] hith[er ......]",26
P238599,saao_saa17,"(SPACER) [Your servant NN]: I would gladly di[e for the king, my lord! Say to the king, my lord]: [......] ""The king of Ela[m] [has writt]en [to ...], saying: 'The crimes [...] [... has t]old you; on the road [...] [......] has exceeded Der [...] [......] Do we know the Aramean(s)? [...] [......] my [...] wrote you [...] [......] the Gambu[lu ...] [......] I will give for you [...] [......] there is no [...] [...... s]ent [...] (Rest destroyed)",56
P238645,saao_saa17,"(Beginning destroyed) [...] the kin[g ...] [...] to [...] their [cri]mes [have been forgiven] by the king. (As to) all [the libe]ls that [have been uttered against me in the palace, which] he has heard, [I am not guilty of] any [of them! N]ow, should there be a misde[meanour of mine], let my lord [speak] for me so that [the ki]ng will forgive m[e and] I can come and ki[ss] the feet [of the king an]d of my lord, [d]o [se]rvice to the king and to [my lord], and be one who blesses [the king] and my lord before Bel, N[abû and] Zarpanitu. [Those men] who in the beginning [came] from E[lam and] libell[ed] me to the king, are not sparing anyone. May it not [happen now that by] the command of the king they succeed in turning me out [of the gra]ce of the king! [L]et [my lord] make no mis[take], ma[y nobody worsen my reputation in] the pal[ace! May it be stated by the mou]th of the king, my lord, that I may not be de[nigrated in] the palace of the king! [On the contrary], may [the king] count me [as one o]f his servants, may [the mark of] the kings' [servitude] be put on me, and I may [not be slighted a]nd humilia[ted in the eyes of] my fellow Babylonians! May I see [just one s]ign from the king, and may we get confide[nt through it]! (Rest destroyed)",233
P238647,saao_saa17,(Beginning destroyed) the words of N[N ......] greatly what the kin[g ...] there is [...] of the Babyloni[ans ...] I do not sup[port] the king [...] Rimutu [...] the Babyloni[ans ...] there is [...] to be(come) strong(er) [...] (Break) (SPACER) With difficulty I [......] do not sa[y ...] of my lord is one who knows [...] like one who does not know [...] in Babylon [...] any news [...] of Babylon [...] [let him write] to my lord [...] to the palace in ... [...] concerning [...] are safe w[ith ...] there is ... [...] (Rest destroyed),68
P238648,saao_saa17,"To the king, our lord: your servants Nabû-šuma-lišir and Aqar-Bel-lumur. Good health to the king, our lord! Say to the king, our lord: The king's forts and troops are well. The mood of the people is good. The king, our lord, can be glad. On the 8th of Kislev (IX), on the eve of the 9th day, a messenger of Šamaš-belu-uṣur, the legate of Der, arrived on a passageway horse. (While) the people [of] Zitta were organizing help, he said: ""Go up to the fortified place! The king of Elam is (marching) against you!"" When we said to him, ""Proceed against him! Tell us, why are you organizing help?"" he said: ""I am under orders to call (people) to arms from wheresoever, and I have called to arms everybody from the trail of Der as far as the [mo]uth of the river of Nergal."" When we heard this, we strengthened] the guard [...]; all the people of the country were crowded [toge]ther [......]. Silence [...] upon ... [Wh]en we heard (this) [and we]nt into the city, Lulla-Bel, [... Mu]kinni-Aššur and [PN] ...... [......] went with us (SPACER) [......] the people of the country [...] [......] with them to [...] [......] them to Lu[lla-Bel]. When there [was ......], we [brought [bo]wmen and shieldmen [... into] the king's fort, wrote down [letters] and dispatched them to [the king, our lord]. Lulla-Bel too [......] dispatched letters [......]. [On the xth day], the messenger came (back) [...] on horseback, saying: ""There is nothing [to worry about]! They have [gon]e up to the territory [of the Elami]tes, taken land as far as Bit-Ha'iri, [and] returned."" We sent (word) and had the letters which we had dispatched to the king, our lord, returned, thinking: ""Should the king, our lord, read (lit., 'hear') them, he would get startled."" In case they bring in the message of Lulla-Bel, the king, our lord, should not believe the content of the message. There is nothing is to worry about; the king, our lord, can be at ease. As to the work on the river of Bit-Deraya which the king, our lord, ordered to be dammed — the king, our lord, knows that last year and the year before it the people of the country were many, and they were brought out and worked on it like one farmer. But now the people of the country are few and (...), and we have not worked on it earlier. The days have arrived, but all the people are sulky and do not act according to their hearts. The king, our lord, will say, ""They shall do the work! They shall have no claim!"" (But) they do not obey us, so we cannot do the work. May the king act best as he can. With the Urhulu, Damunu and Aradatu (tribes) [......] ... is not angry. We fear the king, our lord, and shall never place a woe on them! May the king, my lord, act best as he can.",476
P238656,saao_saa17,"(Beginning destroyed) I pra[y daily] to [Bel and Na]bû [for the joy] of he[art and the health of the king], my [lord. The king, my lord], can be very [glad indeed. Es]aggil and Babylon are [truly] well and in good shape. [...] lament [...] [...] his [...]s (and) an ox for [...] [...] my lord [...] [... the messen]ger of Bel-ib[ni ...] [...] he brings to a standstill [...] [...] their fields [...] [...] he tak[es ...] [...] whatever Bel-[ibni] [...] said to you [...] (Break) (SPACER) [...] within one [...] [...] word [...] [...] my [......] [...] and let[ters ...] [...] the words that in [...] [...] let him state precis[ely and] [...] let him say and [...] [...] goodness [...] [...] let them send [...] he [...]; the Babylonian(s) [...] [... m]en who are saying [...] [...] lette[rs ....] [...] may the king write [...] [...] us to [...] [...] and until [...] [...] everything [...] [... I] shall give [...] [... Merodach-B]aladan [...] (Rest destroyed)",111
P238660,saao_saa17,"(Beginning destroyed) [...] ... [to/with/against] us [... agai]nst the Assyrian(s) [...] he hears. Concerning [...] [... the ...]s of Marduk-šarru-uṣur [...] [...] he sent (word) and took away [...] [...] ... the land Irreja [... who] were brought to me, whose names I wrote down and (whom) I sent to [the vizier], my lord, [...] they are [...], and he is held before him. [(I swear) by the gods] of the vizier, my lord, that before [...] brought peace to me, for three years [...] I was mute and [did not write] to the king, my lord. [Now] I have [written] to the vizier, my lord. [Perhaps the k]ing, my lord, will say: ""[...] that these people [... Marduk-šarru-u]ṣur in reports [...] soldiers of the king, my lord (Rest destroyed)",107
P238665,saao_saa17,"[Your servant Ar]ad-Ea: I would gladly die for Sargon, the king of the lands, [my lord]! May Nabû and Marduk bless Sargon, the king of the lands! Say to the king, my lord: [May the] ... of Balassu grow up in the care of [...] the temple of the holy city for the well-being of the king, my lord! [I he]ard from the king, my lord's mouth: ""Rejoice!"" [...] the lord of the ...[...] [......] [......] [... a p]auper of the city [...] you may rejoice [... of the king], our lord, [...] your [...] (Break) [...] as [...] your [...] [...]... [... he] has freed us [...] heard [...] he has slain him [...] are surrounding him [... h]e is [...] s[a]id [... Nabû-šar]-ahhešu [... Mar]duk-aha-eriba [... wh]ich for Merodach-Baladan [...] ... the rearguard [...]... my heart [...] whatever [...] are reliable [......] ...... [...]... [...]...",113
P238667,saao_saa17,"[T]o the [king, my lord]: your [ser]vant Na[bû-šumu]-li[šir.] Good health to the [king, my lord]! Say to the ki[ng, my lord]: Concerning the men of whom [the king, my lord], wrote to me, [...] 188 men, among them 53 [dependents], 20 oxen, 24 donkeys, [x] sheep, [x mi]nas of gold (Break) [...] your house [...]-peopl[e ...] (Rest destroyed)",52
P238669,saao_saa17,"(Beginning destroyed) [... the Elam]ite(s) [...] [...], saying: ""[...] [...] to Marduk-[...] [...] to his presence [...] [... Na]bû-šuma-išku[n ...] (Rest destroyed)",10
P238677,saao_saa17,"(Beginning destroyed) [... ] well-being [...] [... the k]ing, our lord [...] [...] our [br]other [...] [... the k]ing, our lord [...] [...] house [...] [...] ... [...] [...] which/of [...] [...] ... [...] [... fro]m the day [...] [...] the watch [...] (Break) (SPACER) [...] wha[t ...] [...] ... [...] [... he s]aid: ""[...] [...] Do not [...] a messenger [...]! He (is) [in G]N; to seize [..] [...] When we did [...] [...] we fetched [...] [... w]ith him [...] [...] I waited [...] [...] to [...] (Rest destroyed)",41
